region,position_mm,aoa_deg,frequency_hz,phi_uu
Trailing edge,55,0,703.12503295905,0.000166807810463434
Trailing edge,55,0,706.250033105535,0.0001673701991669
Trailing edge,55,0,709.37503325202,0.000133290967729995
Trailing edge,55,0,712.500033398504,0.000158773165525364
Trailing edge,55,0,715.625033544989,0.000168426180281263
Trailing edge,55,0,718.750033691474,0.0001989226327471
Trailing edge,55,0,721.875033837958,0.000205706748603525
Trailing edge,55,0,725.000033984443,0.000273334278754237
Trailing edge,55,0,728.125034130927,0.000164489833477085
Trailing edge,55,0,731.250034277412,0.000148078656904273
Trailing edge,55,0,734.375034423897,0.000156930451297855
Trailing edge,55,0,737.500034570382,0.000183456155387433
Trailing edge,55,0,740.625034716866,0.000171759195205648
Trailing edge,55,0,743.750034863351,0.000171357649433202
Trailing edge,55,0,746.875035009836,0.000194738437182508
Trailing edge,55,0,750.00003515632,0.000194862017656797
Trailing edge,55,0,753.125035302805,0.000170993854216139
Trailing edge,55,0,756.250035449289,0.000170290400968178
Trailing edge,55,0,759.375035595774,0.000163513958712509
Trailing edge,55,0,762.500035742259,0.000161514286049525
Trailing edge,55,0,765.625035888744,0.000127433129110075
Trailing edge,55,0,768.750036035228,0.000130936114783828
Trailing edge,55,0,771.875036181713,0.000191142574914807
Trailing edge,55,0,775.000036328198,0.000183543144636327
Trailing edge,55,0,778.125036474682,0.000172889060961689
Trailing edge,55,0,781.250036621167,0.000155416086482878
Trailing edge,55,0,784.375036767652,0.000181758925492912
Trailing edge,55,0,787.500036914136,0.000148042035269378
Trailing edge,55,0,790.625037060621,0.000159162799048886
Trailing edge,55,0,793.750037207105,0.000174974576468927
Trailing edge,55,0,796.87503735359,0.00019113039490789
Trailing edge,55,0,800.000037500075,0.000175296858642411
Trailing edge,55,0,803.12503764656,0.000183831757978141
Trailing edge,55,0,806.250037793044,0.000190824361108619
Trailing edge,55,0,809.375037939529,0.0002062794725715
Trailing edge,55,0,812.500038086014,0.000217122621244244
Trailing edge,55,0,815.625038232498,0.000181055939240785
Trailing edge,55,0,818.750038378983,0.000181522276211918
Trailing edge,55,0,821.875038525468,0.00022012051083117
Trailing edge,55,0,825.000038671952,0.000204134047790169
Trailing edge,55,0,828.125038818437,0.000195406606525428
Trailing edge,55,0,831.250038964922,0.000545808439200868
Trailing edge,55,0,834.375039111406,0.014005056138721
Trailing edge,55,0,837.500039257891,0.0213643587375261
Trailing edge,55,0,840.625039404376,0.00219288913531483
Trailing edge,55,0,843.75003955086,0.000264461017862951
Trailing edge,55,0,846.875039697345,0.000225831521261361
Trailing edge,55,0,850.00003984383,0.000164145222284629
Trailing edge,55,0,853.125039990314,0.000121609893972981
Trailing edge,55,0,856.250040136799,0.000159302764802542
Trailing edge,55,0,859.375040283284,0.00017747738405859
Trailing edge,55,0,862.500040429768,0.000154050658732847
Trailing edge,55,0,865.625040576253,0.00018510616203855
Trailing edge,55,0,868.750040722738,0.000156625390804078
Trailing edge,55,0,871.875040869222,0.000158814335415427
Trailing edge,55,0,875.000041015707,0.000159209352253368
Trailing edge,55,0,878.125041162192,0.0001666656082797
Trailing edge,55,0,881.250041308676,0.000125553879401221
Trailing edge,55,0,884.375041455161,0.000121270651091894
Trailing edge,55,0,887.500041601646,0.000129311091852311
Trailing edge,55,0,890.62504174813,0.000132438429253315
Trailing edge,55,0,893.750041894615,0.000130304240577197
Trailing edge,55,0,896.8750420411,0.000121832902807667
Trailing edge,55,0,900.000042187584,0.000135328381428068
Trailing edge,55,0,903.125042334069,0.000159560551473829
Trailing edge,55,0,906.250042480554,0.000121004270773702
Trailing edge,55,0,909.375042627038,0.000115163410267528
Trailing edge,55,0,912.500042773523,0.000139079022090061
Trailing edge,55,0,915.625042920008,0.000113205490487216
Trailing edge,55,0,918.750043066492,0.000123996749004864
Trailing edge,55,0,921.875043212977,0.000143841859555349
Trailing edge,55,0,925.000043359462,0.000171562476158313
Trailing edge,55,0,928.125043505946,0.00015143077264319
Trailing edge,55,0,931.250043652431,0.000147459327484418
Trailing edge,55,0,934.375043798916,0.000155116023498532
Trailing edge,55,0,937.5000439454,0.000146832996303344
Trailing edge,55,0,940.625044091885,0.000156465486678404
Trailing edge,55,0,943.75004423837,0.000151798416307686
Trailing edge,55,0,946.875044384854,0.000191426217104993
Trailing edge,55,0,950.000044531339,0.000159616633150855
Trailing edge,55,0,953.125044677824,0.000108346767349214
Trailing edge,55,0,956.250044824308,0.000106240466055257
Trailing edge,55,0,959.375044970793,0.000119863605233306
Trailing edge,55,0,962.500045117278,0.000107510983421471
Trailing edge,55,0,965.625045263762,0.000102923673434532
Trailing edge,55,0,968.750045410247,0.000127418789535701
Trailing edge,55,0,971.875045556732,0.000126480329860257
Trailing edge,55,0,975.000045703216,0.000128049813158449
Trailing edge,55,0,978.125045849701,0.00012669963146083
Trailing edge,55,0,981.250045996186,0.00012273670024233
Trailing edge,55,0,984.37504614267,0.000105581205318984
Trailing edge,55,0,987.500046289155,0.000101479595482353
Trailing edge,55,0,990.62504643564,7.74345328042537e-05
Trailing edge,55,0,993.750046582124,8.27066978953612e-05
Trailing edge,55,0,996.875046728609,9.60227035322544e-05
Trailing edge,55,0,1000.00004687509,0.000116259440700763
Trailing edge,55,0,1003.12504702158,8.74554123106653e-05
Trailing edge,55,0,1006.25004716806,9.62068311079203e-05
Trailing edge,55,0,1009.37504731455,0.000107515829805546
Trailing edge,55,0,1012.50004746103,0.000104002366350053
Trailing edge,55,0,1015.62504760752,0.000101327340313682
Trailing edge,55,0,1018.750047754,0.000103266940740457
Trailing edge,55,0,1021.87504790049,0.000102499602348813
Trailing edge,55,0,1025.00004804697,9.94098469548219e-05
Trailing edge,55,0,1028.12504819346,0.000109744402683702
Trailing edge,55,0,1031.25004833994,0.000111671579475966
Trailing edge,55,0,1034.37504848642,8.61776583075702e-05
Trailing edge,55,0,1037.50004863291,9.67979556449244e-05
Trailing edge,55,0,1040.62504877939,0.000108995989805518
Trailing edge,55,0,1043.75004892588,0.000101556437838489
Trailing edge,55,0,1046.87504907236,0.000119097493300192
Trailing edge,55,0,1050.00004921885,0.000112532296917066
Trailing edge,55,0,1053.12504936533,0.00010064046776347
Trailing edge,55,0,1056.25004951182,8.73587743674703e-05
Trailing edge,55,0,1059.3750496583,9.08458454753886e-05
Trailing edge,55,0,1062.50004980479,0.000104917026563904
Trailing edge,55,0,1065.62504995127,0.000113913325289087
Trailing edge,55,0,1068.75005009776,0.000115023382345986
Trailing edge,55,0,1071.87505024424,0.000102340492569915
Trailing edge,55,0,1075.00005039073,8.51361569377457e-05
Trailing edge,55,0,1078.12505053721,7.94885513477658e-05
Trailing edge,55,0,1081.2500506837,9.31299100310238e-05
Trailing edge,55,0,1084.37505083018,8.61885782660757e-05
Trailing edge,55,0,1087.50005097666,9.44678148943703e-05
Trailing edge,55,0,1090.62505112315,0.000128410326760263
Trailing edge,55,0,1093.75005126963,0.000109106396779867
Trailing edge,55,0,1096.87505141612,0.00010605670841962
Trailing edge,55,0,1100.0000515626,0.000103844483000213
Trailing edge,55,0,1103.12505170909,8.04244170527375e-05
Trailing edge,55,0,1106.25005185557,7.56147938733274e-05
Trailing edge,55,0,1109.37505200206,8.91528721869294e-05
Trailing edge,55,0,1112.50005214854,8.8108898775552e-05
Trailing edge,55,0,1115.62505229503,9.30678917000275e-05
Trailing edge,55,0,1118.75005244151,0.000104177535380205
Trailing edge,55,0,1121.875052588,8.30688257853239e-05
Trailing edge,55,0,1125.00005273448,6.94515718639581e-05
Trailing edge,55,0,1128.12505288096,7.95820113821681e-05
Trailing edge,55,0,1131.25005302745,9.7133366841147e-05
Trailing edge,55,0,1134.37505317393,9.79612484361865e-05
Trailing edge,55,0,1137.50005332042,8.93379863727512e-05
Trailing edge,55,0,1140.6250534669,9.51033779488806e-05
Trailing edge,55,0,1143.75005361339,0.000108338184733087
Trailing edge,55,0,1146.87505375987,0.000111316507810487
Trailing edge,55,0,1150.00005390636,0.000112216801329878
Trailing edge,55,0,1153.12505405284,9.17220040710889e-05
Trailing edge,55,0,1156.25005419933,9.96260164912481e-05
Trailing edge,55,0,1159.37505434581,0.000112683721760966
Trailing edge,55,0,1162.5000544923,0.00012252565609405
Trailing edge,55,0,1165.62505463878,0.000110677825929752
Trailing edge,55,0,1168.75005478527,0.000108484335508638
Trailing edge,55,0,1171.87505493175,9.45788716502453e-05
Trailing edge,55,0,1175.00005507823,8.86278227572336e-05
Trailing edge,55,0,1178.12505522472,7.54031637052869e-05
Trailing edge,55,0,1181.2500553712,7.21851745880076e-05
Trailing edge,55,0,1184.37505551769,8.54526154016178e-05
Trailing edge,55,0,1187.50005566417,9.58610224774157e-05
Trailing edge,55,0,1190.62505581066,9.35456510906623e-05
Trailing edge,55,0,1193.75005595714,6.45749219143211e-05
Trailing edge,55,0,1196.87505610363,7.36970321389399e-05
Trailing edge,55,0,1200.00005625011,0.000104072841890309
Trailing edge,55,0,1203.1250563966,9.50795341712078e-05
Trailing edge,55,0,1206.25005654308,7.15867728150476e-05
Trailing edge,55,0,1209.37505668957,8.77989785776296e-05
Trailing edge,55,0,1212.50005683605,9.48127036119267e-05
Trailing edge,55,0,1215.62505698254,8.88436194320481e-05
Trailing edge,55,0,1218.75005712902,9.66717716067946e-05
Trailing edge,55,0,1221.87505727551,0.000125105030507665
Trailing edge,55,0,1225.00005742199,0.000119964345780097
Trailing edge,55,0,1228.12505756847,0.000117548942472227
Trailing edge,55,0,1231.25005771496,9.76565956585963e-05
Trailing edge,55,0,1234.37505786144,9.62070622345026e-05
Trailing edge,55,0,1237.50005800793,8.74421998246608e-05
Trailing edge,55,0,1240.62505815441,8.83200615407764e-05
Trailing edge,55,0,1243.7500583009,9.8363264569885e-05
Trailing edge,55,0,1246.87505844738,7.18507055817015e-05
Trailing edge,55,0,1250.00005859387,0.000248834961549905
Trailing edge,55,0,1253.12505874035,0.00167609619787726
Trailing edge,55,0,1256.25005888684,0.0015938073136404
Trailing edge,55,0,1259.37505903332,0.000222380271557393
Trailing edge,55,0,1262.50005917981,0.000129265090990517
Trailing edge,55,0,1265.62505932629,0.0001145859217255
Trailing edge,55,0,1268.75005947278,9.59148112297026e-05
Trailing edge,55,0,1271.87505961926,7.09262996345743e-05
Trailing edge,55,0,1275.00005976574,7.73516923864508e-05
Trailing edge,55,0,1278.12505991223,9.53614601435492e-05
Trailing edge,55,0,1281.25006005871,0.000104485212985237
Trailing edge,55,0,1284.3750602052,9.86921996250068e-05
Trailing edge,55,0,1287.50006035168,8.99678981692522e-05
Trailing edge,55,0,1290.62506049817,0.000108771491834228
Trailing edge,55,0,1293.75006064465,0.000103712235682733
Trailing edge,55,0,1296.87506079114,0.000104072449581184
Trailing edge,55,0,1300.00006093762,8.56791993694551e-05
Trailing edge,55,0,1303.12506108411,6.91162902270582e-05
Trailing edge,55,0,1306.25006123059,7.00401429886949e-05
Trailing edge,55,0,1309.37506137708,8.66334798270174e-05
Trailing edge,55,0,1312.50006152356,8.36175276084767e-05
Trailing edge,55,0,1315.62506167004,9.41090181072504e-05
Trailing edge,55,0,1318.75006181653,8.77022000099082e-05
Trailing edge,55,0,1321.87506196301,6.75060423557492e-05
Trailing edge,55,0,1325.0000621095,7.621797070303e-05
Trailing edge,55,0,1328.12506225598,8.58915046492441e-05
Trailing edge,55,0,1331.25006240247,9.43692830808777e-05
Trailing edge,55,0,1334.37506254895,9.65879284814401e-05
Trailing edge,55,0,1337.50006269544,9.33258297695987e-05
Trailing edge,55,0,1340.62506284192,9.98175806032145e-05
Trailing edge,55,0,1343.75006298841,0.000115225220767627
Trailing edge,55,0,1346.87506313489,0.000109935628773977
Trailing edge,55,0,1350.00006328138,0.000106731091715563
Trailing edge,55,0,1353.12506342786,0.000116070992974036
Trailing edge,55,0,1356.25006357435,0.000114479942887386
Trailing edge,55,0,1359.37506372083,0.000101089688016676
Trailing edge,55,0,1362.50006386732,0.000105713876809175
Trailing edge,55,0,1365.6250640138,0.000124330185487799
Trailing edge,55,0,1368.75006416028,0.000108941555534763
Trailing edge,55,0,1371.87506430677,0.000103727065276008
Trailing edge,55,0,1375.00006445325,0.00010377688512806
Trailing edge,55,0,1378.12506459974,7.1770280559257e-05
Trailing edge,55,0,1381.25006474622,6.90630974690662e-05
Trailing edge,55,0,1384.37506489271,7.59232184533111e-05
Trailing edge,55,0,1387.50006503919,7.87902870888577e-05
Trailing edge,55,0,1390.62506518568,6.48360263238358e-05
Trailing edge,55,0,1393.75006533216,7.26539712851461e-05
Trailing edge,55,0,1396.87506547865,7.29034950848563e-05
Trailing edge,55,0,1400.00006562513,7.19393145132907e-05
Trailing edge,55,0,1403.12506577162,8.05593648508191e-05
Trailing edge,55,0,1406.2500659181,7.74235005666169e-05
Trailing edge,55,0,1409.37506606459,5.79874686104335e-05
Trailing edge,55,0,1412.50006621107,5.85507777483157e-05
Trailing edge,55,0,1415.62506635755,7.67935090001378e-05
Trailing edge,55,0,1418.75006650404,7.49854179141613e-05
Trailing edge,55,0,1421.87506665052,7.25662013103628e-05
Trailing edge,55,0,1425.00006679701,6.74748666129681e-05
Trailing edge,55,0,1428.12506694349,6.23566874744964e-05
Trailing edge,55,0,1431.25006708998,6.72057197430321e-05
Trailing edge,55,0,1434.37506723646,6.80345317294649e-05
Trailing edge,55,0,1437.50006738295,7.22965091715644e-05
Trailing edge,55,0,1440.62506752943,8.24011088804319e-05
Trailing edge,55,0,1443.75006767592,7.66580851463412e-05
Trailing edge,55,0,1446.8750678224,7.34229631644603e-05
Trailing edge,55,0,1450.00006796889,8.45997290978872e-05
Trailing edge,55,0,1453.12506811537,6.5524916677053e-05
Trailing edge,55,0,1456.25006826185,6.53735329740903e-05
Trailing edge,55,0,1459.37506840834,6.36704728496443e-05
Trailing edge,55,0,1462.50006855482,6.89471371417066e-05
Trailing edge,55,0,1465.62506870131,7.13158128525953e-05
Trailing edge,55,0,1468.75006884779,7.34292161249662e-05
Trailing edge,55,0,1471.87506899428,7.04432408928274e-05
Trailing edge,55,0,1475.00006914076,6.8643193957834e-05
Trailing edge,55,0,1478.12506928725,5.0490952083879e-05
Trailing edge,55,0,1481.25006943373,4.56875963501128e-05
Trailing edge,55,0,1484.37506958022,4.99992967945319e-05
Trailing edge,55,0,1487.5000697267,5.73968808920856e-05
Trailing edge,55,0,1490.62506987319,6.7024011103383e-05
Trailing edge,55,0,1493.75007001967,7.11852743031143e-05
Trailing edge,55,0,1496.87507016616,7.19983905631645e-05
Trailing edge,55,0,1500.00007031264,6.27819043283286e-05
Trailing edge,55,0,1503.12507045913,5.36622405628911e-05
Trailing edge,55,0,1506.25007060561,5.32863374193882e-05
Trailing edge,55,0,1509.37507075209,6.61357985200086e-05
Trailing edge,55,0,1512.50007089858,6.22675180626746e-05
Trailing edge,55,0,1515.62507104506,5.74915490935013e-05
Trailing edge,55,0,1518.75007119155,5.68160198702279e-05
Trailing edge,55,0,1521.87507133803,5.32579525046004e-05
Trailing edge,55,0,1525.00007148452,5.87608525166441e-05
Trailing edge,55,0,1528.125071631,7.0433482402368e-05
Trailing edge,55,0,1531.25007177749,6.73593883780252e-05
Trailing edge,55,0,1534.37507192397,6.06445015808205e-05
Trailing edge,55,0,1537.50007207046,5.3313282197425e-05
Trailing edge,55,0,1540.62507221694,5.23818251000086e-05
Trailing edge,55,0,1543.75007236343,5.43311824440362e-05
Trailing edge,55,0,1546.87507250991,6.58997466627874e-05
Trailing edge,55,0,1550.0000726564,6.52949847427505e-05
Trailing edge,55,0,1553.12507280288,5.43449175482597e-05
Trailing edge,55,0,1556.25007294936,5.8449547263476e-05
